Trip_Distance,Type_of_Cab,Customer_Since_Months,Life_Style_Index,Confidence_Life_Style_Index,Destination_Type,Customer_Rating,Cancellation_Last_1Month,Var1,Var2,Var3,Gender,__FeatEng_target__,__index_level_0__
41.56,B,10.0,,,B,3.4375,1,,47,62,Male,2,70117
78.25,,10.0,2.99564,C,A,4.10625,0,,47,68,Male,1,70118
42.01,D,7.0,2.83651,C,A,1.84625,2,53.0,55,97,Male,3,70119
56.72,,10.0,2.84726,C,B,3.62875,1,77.0,44,77,Male,3,70121
18.42,C,7.0,3.18197,B,C,3.5675,4,,55,102,Male,3,70124
24.31,A,4.0,,,B,4.3525,1,82.0,61,86,Male,1,70125
56.2,B,0.0,3.14778,A,A,2.9175,1,,56,67,Male,2,70126
31.09,A,2.0,2.56553,A,D,4.77875,3,,50,78,Male,1,70127
40.18,A,,2.63225,B,J,1.85,1,54.0,45,69,Male,3,70128
50.89,A,10.0,2.67024,C,A,2.88,0,50.0,55,84,Female,3,70133
48.87,B,2.0,3.44083,B,A,4.07625,2,57.0,61,92,Male,2,70137
12.47,C,10.0,2.82528,B,A,4.43125,0,42.0,60,90,Male,2,70138
31.17,D,1.0,2.81151,A,A,3.08625,0,,46,71,Male,1,70140
84.3,A,9.0,2.73256,C,B,3.13125,0,,48,69,Male,3,70141
19.16,A,8.0,2.84019,A,E,4.56125,0,53.0,44,72,Male,1,70142
88.39,B,5.0,3.17747,B,A,1.38375,2,55.0,55,102,Male,2,70145
43.34,,3.0,2.55862,A,A,2.55,0,,59,81,Male,1,70147
29.25,,8.0,3.01472,A,B,4.30875,2,,48,68,Male,2,70148
16.24,C,9.0,3.03221,B,C,4.0975,1,50.0,46,69,Female,3,70150
37.37,D,2.0,,,A,1.52375,1,74.0,45,61,Male,3,70151
45.96,A,7.0,2.78312,A,B,2.7925,1,,55,85,Female,1,70153
32.45,D,4.0,2.92812,B,B,2.67625,0,83.0,46,69,Female,3,70156
54.82,C,10.0,3.23754,B,A,3.15125,0,69.0,55,77,Female,2,70159
48.2,B,10.0,2.84957,A,A,1.63375,0,,56,71,Male,2,70160
75.15,E,3.0,2.96419,C,C,1.57625,0,,52,79,Male,3,70161
33.47,A,10.0,,,B,1.67,0,,46,74,Male,1,70162
46.02,E,10.0,3.0344,B,B,4.77625,2,,51,109,Male,3,70165
62.06,D,10.0,2.9368,B,A,2.875,3,83.0,55,84,Male,3,70166
92.78,,2.0,3.07869,B,C,2.90375,1,,52,67,Male,3,70168
14.91,A,,,,A,2.57875,0,,45,67,Male,1,70169
24.4,A,1.0,2.59214,A,A,2.3775,0,,60,81,Male,1,70170
31.46,D,9.0,2.58781,A,A,2.57625,1,,46,62,Male,3,70171
27.34,C,4.0,2.59981,C,B,2.57375,2,,53,63,Male,2,70172
57.44,D,5.0,2.62799,B,A,3.655,0,,48,74,Male,3,70173
30.96,B,4.0,,,K,1.83,0,,54,77,Female,2,70176
24.54,B,10.0,2.55207,A,A,2.63875,1,,46,60,Male,2,70179
43.47,C,10.0,2.93426,B,A,1.8775,1,34.0,48,74,Female,2,70181
6.73,A,10.0,2.59654,A,E,3.74375,0,,46,66,Male,1,70182
34.18,C,1.0,2.84119,C,B,2.99625,3,,47,58,Male,1,70183
36.48,E,1.0,2.48309,A,A,2.215,0,,47,67,Male,3,70184
29.65,B,10.0,,,E,2.18,1,,53,70,Male,2,70186
68.76,A,3.0,2.85049,B,A,1.30375,1,,58,81,Female,1,70187
30.24,C,10.0,2.62414,A,A,1.93875,0,69.0,58,97,Female,2,70188
36.51,E,10.0,2.54154,A,B,3.10625,1,96.0,50,77,Male,3,70190
11.07,C,1.0,2.65253,C,B,3.04625,2,112.0,55,70,Male,3,70191
31.1,B,,,,A,3.03625,1,49.0,53,99,Male,1,70192
84.74,B,10.0,2.87652,C,B,2.325,0,,45,57,Male,1,70193
24.45,A,3.0,3.05852,A,A,2.5025,2,,49,70,Male,1,70196
23.03,D,4.0,2.74218,C,A,3.6225,1,69.0,49,68,Female,3,70198
76.33,B,9.0,2.74954,B,A,1.4525,0,,48,72,Male,3,70201
37.67,D,6.0,2.75818,B,B,1.67375,1,,52,72,Female,3,70202
24.57,A,10.0,2.41507,A,B,2.42125,0,,46,73,Male,1,70203
49.14,B,10.0,2.86872,B,B,2.97625,0,45.0,53,71,Female,2,70204
55.58,A,10.0,,,A,2.16875,4,42.0,56,78,Male,3,70208
55.58,,2.0,2.74925,C,B,0.8325,1,48.0,55,83,Male,1,70209
60.14,A,10.0,2.64071,B,A,2.405,0,,50,69,Female,3,70210
48.19,C,1.0,,,A,3.46,0,,46,65,Female,2,70212
78.53,D,3.0,2.73434,C,B,2.49,0,77.0,44,82,Female,3,70213
22.86,C,6.0,2.75162,A,A,3.3975,2,42.0,53,75,Female,3,70214
25.72,D,2.0,2.6003,C,A,3.5425,0,59.0,44,68,Female,2,70216
39.36,B,,2.84088,B,B,0.32625,0,40.0,57,97,Male,1,70217
24.04,C,10.0,2.74053,A,A,1.95875,1,,53,68,Female,3,70218
41.52,B,2.0,3.00099,C,B,1.2725,2,,53,76,Male,2,70223
95.52,D,2.0,,,A,2.205,1,,52,77,Male,3,70224
21.64,A,0.0,2.72449,A,A,3.20625,0,,54,71,Male,1,70225
46.58,D,10.0,2.86118,A,A,3.09125,4,42.0,50,84,Male,3,70226
56.04,B,2.0,2.74309,B,A,2.30875,0,39.0,46,63,Female,2,70227
70.24,B,10.0,2.97717,C,L,2.60625,3,76.0,65,98,Male,3,70228
39.94,B,5.0,2.70214,B,A,1.285,2,56.0,54,101,Female,2,70229
37.61,A,,2.78312,C,C,2.8875,0,64.0,45,70,Male,1,70231
47.5,B,10.0,2.95717,C,A,4.25875,1,36.0,53,79,Male,1,70232
35.43,,2.0,2.70399,C,B,2.39,0,,56,81,Male,2,70233
62.18,A,10.0,2.68514,B,C,1.515,0,,54,79,Male,3,70234
45.66,,10.0,2.88888,B,B,3.9075,1,58.0,47,70,Female,2,70236
31.39,D,7.0,2.68088,A,A,1.78125,0,39.0,49,63,Male,2,70238
43.41,B,7.0,3.17542,C,E,3.3725,1,59.0,54,69,Male,2,70239
6.13,E,0.0,2.3702,A,H,4.68125,0,,48,64,Female,3,70240
38.18,B,4.0,2.73585,B,A,3.11375,0,,50,66,Male,2,70242
48.52,C,7.0,2.99897,B,F,4.18875,2,,49,72,Male,2,70244
22.41,D,10.0,,,A,3.4625,1,,55,74,Female,1,70245
46.01,B,6.0,2.8175,A,A,2.48,1,49.0,56,82,Male,2,70246
15.25,D,9.0,2.62781,C,A,1.8875,0,,56,69,Male,3,70248
37.12,B,2.0,2.71646,A,A,2.48875,0,,52,69,Male,2,70250
18.2,C,2.0,2.60434,A,A,3.875,3,59.0,46,67,Male,2,70251
75.85,,4.0,3.24499,A,A,3.2275,0,,50,75,Female,2,70252
8.92,,,2.19926,B,A,3.5275,0,,47,60,Male,2,70253
30.94,D,3.0,2.60467,A,A,3.33375,0,37.0,53,75,Male,3,70255
10.09,E,2.0,2.60656,A,G,2.08,0,96.0,53,71,Male,1,70257
13.38,A,4.0,2.41721,A,A,1.2675,0,47.0,53,71,Female,1,70259
19.17,B,0.0,2.38222,A,B,2.3,1,,46,66,Female,2,70260
31.47,D,10.0,2.88404,A,A,2.58,1,37.0,51,76,Female,3,70261
43.18,E,6.0,,,A,1.22375,0,,48,66,Male,3,70262
8.49,A,0.0,2.70002,C,D,4.42375,0,67.0,43,59,Male,3,70263
85.7,B,6.0,,,B,2.22875,4,,70,107,Male,3,70264
24.25,,8.0,2.61237,A,B,2.4025,0,48.0,50,75,Male,2,70265
16.48,C,10.0,2.92827,B,D,3.6825,1,,51,85,Male,3,70267
88.76,A,4.0,2.95431,C,A,2.08375,0,,50,74,Female,1,70269
12.06,B,10.0,2.74887,A,C,2.18,0,51.0,53,83,Male,2,70274
17.71,C,,2.67339,B,B,3.545,0,102.0,46,68,Female,2,70275
39.99,A,9.0,2.80711,C,A,1.70875,0,83.0,54,89,Female,1,70277
20.2,A,7.0,3.26538,B,C,2.855,1,,53,95,Male,1,70278
17.11,A,4.0,2.89885,C,A,3.605,1,67.0,47,63,Male,3,70279
78.43,E,10.0,2.78089,C,A,2.715,2,,49,71,Female,2,70280
29.91,C,5.0,2.67447,A,B,3.87125,0,,46,63,Male,2,70281
46.03,C,7.0,2.77717,B,A,3.8825,0,76.0,45,56,Male,2,70283
16.94,C,8.0,2.77012,A,B,4.00125,1,89.0,50,64,Male,3,70284
108.04,C,10.0,2.90514,B,A,1.95125,0,79.0,54,77,Male,3,70285
62.32,A,3.0,3.08005,C,C,4.595,2,,49,73,Male,1,70286
107.79,C,0.0,3.15353,B,B,0.575,1,56.0,49,74,Male,2,70287
30.91,B,6.0,2.77374,A,A,3.07625,0,96.0,46,65,Female,2,70290
47.52,B,3.0,3.03906,C,A,3.45125,4,45.0,52,81,Male,2,70293
74.45,E,9.0,2.99441,B,B,3.3525,0,,51,79,Female,1,70296
87.74,C,0.0,2.87567,C,A,4.01,1,38.0,68,89,Female,2,70300
35.91,E,6.0,3.11133,C,A,3.4175,1,,55,85,Male,2,70302
65.7,C,6.0,2.67705,C,A,1.3575,0,,50,84,Male,2,70304
9.66,,2.0,2.62691,A,A,2.99375,1,,52,73,Female,3,70306
20.15,D,10.0,2.62239,B,C,3.9825,1,65.0,50,80,Male,3,70307
14.74,C,7.0,2.73383,B,A,3.085,5,,45,66,Male,3,70309
52.16,A,5.0,2.84768,C,E,4.295,1,106.0,47,65,Female,1,70310
55.96,D,10.0,,,A,1.90625,3,85.0,50,109,Male,3,70311
107.89,E,4.0,2.99855,B,A,3.50125,2,69.0,46,74,Female,3,70313
36.08,A,10.0,,,A,2.70125,2,,56,83,Female,1,70315
63.03,C,10.0,3.01585,B,C,4.2025,1,55.0,48,77,Female,2,70319
40.6,A,10.0,2.47499,C,B,0.885,0,,56,73,Male,2,70320
37.44,C,10.0,2.56837,A,A,1.4475,2,95.0,54,88,Male,3,70321
51.02,,10.0,2.88848,B,A,4.27875,0,54.0,48,74,Female,2,70322
17.26,A,10.0,3.09995,A,A,4.035,0,,49,80,Female,1,70323
16.5,E,5.0,2.43575,B,A,3.55375,1,,47,60,Male,3,70324
60.57,B,5.0,,,B,1.85,0,,54,68,Female,2,70326
46.85,D,6.0,2.64444,B,D,4.19,0,,44,55,Male,3,70327
32.4,E,0.0,2.44193,A,D,1.3225,1,59.0,63,86,Male,3,70330
23.25,C,10.0,2.59661,A,B,2.40375,2,,54,66,Male,2,70332
47.69,,10.0,2.85628,A,A,4.26625,1,76.0,49,72,Male,2,70334
16.78,,10.0,2.53348,C,A,2.38125,2,70.0,50,81,Male,2,70335
60.74,C,4.0,2.8188,C,C,4.43875,0,37.0,49,69,Male,2,70338
44.68,B,7.0,2.85857,B,A,2.425,0,67.0,48,106,Male,2,70339
28.34,A,0.0,2.70722,A,A,3.31125,0,,48,68,Male,1,70340
15.74,,1.0,2.47208,C,A,2.13375,0,,49,62,Female,2,70341
47.5,C,10.0,2.67081,C,A,3.28,0,,48,67,Female,2,70343
38.79,D,5.0,2.54258,C,A,4.19875,1,50.0,48,72,Male,3,70345
89.05,,6.0,2.81766,B,B,1.825,0,,53,81,Male,2,70347
6.81,D,,,,D,3.8525,0,,45,58,Male,3,70348
36.24,,10.0,2.70595,A,I,4.6675,0,,47,63,Male,2,70350
9.28,,4.0,2.4307,A,A,2.095,0,46.0,50,79,Male,3,70354
61.36,,0.0,3.01091,A,B,0.95,1,62.0,57,87,Female,1,70355
34.79,A,10.0,2.79548,A,A,2.9475,0,50.0,45,63,Male,2,70356
11.96,C,10.0,2.7937,A,C,3.965,1,41.0,53,67,Male,3,70359
74.54,B,2.0,3.11328,B,A,2.87125,1,42.0,63,99,Male,2,70360
54.06,D,10.0,2.80208,C,A,2.27125,4,,59,85,Female,3,70361
40.78,D,2.0,2.64718,C,A,1.61125,0,104.0,47,65,Male,3,70362
16.06,,10.0,,,B,0.49875,0,76.0,50,68,Male,2,70363
19.94,,1.0,2.67878,C,C,2.43375,1,,59,84,Female,1,70364
29.72,D,10.0,2.6591,B,A,2.04,0,57.0,47,68,Male,3,70367
56.22,E,10.0,2.68361,B,B,2.35875,0,,46,60,Male,2,70370
106.22,,9.0,2.95708,B,A,3.06625,0,56.0,45,81,Male,2,70371
62.08,A,10.0,2.84468,C,A,3.8575,0,50.0,50,70,Female,2,70373
37.23,C,10.0,2.90607,C,A,3.1675,0,60.0,55,84,Male,2,70374
15.82,C,10.0,2.73732,A,A,1.425,0,58.0,45,59,Male,2,70375
61.31,B,10.0,2.86729,C,A,2.5575,0,,49,82,Male,2,70379
33.63,A,0.0,2.91311,C,A,3.4975,1,,50,73,Male,1,70380
23.5,B,1.0,2.48246,A,B,3.675,0,,50,69,Male,2,70381
35.53,B,1.0,2.47835,C,A,2.2025,0,,45,69,Male,2,70383
18.18,A,7.0,3.24218,C,A,3.66,2,,49,91,Female,1,70384
62.24,C,2.0,2.71858,C,A,2.69125,0,104.0,50,73,Male,3,70385
91.6,A,10.0,2.84202,C,C,2.895,0,37.0,52,79,Male,2,70387
16.64,,2.0,2.90225,B,E,1.20875,0,31.0,62,85,Female,2,70389
14.01,A,10.0,2.54795,C,D,2.48375,2,45.0,47,64,Male,2,70390
14.4,D,5.0,3.06182,B,A,3.72875,2,59.0,48,86,Male,3,70391
58.47,C,2.0,,,B,1.3925,0,43.0,59,84,Male,2,70392
16.17,,4.0,2.41642,A,A,2.98625,1,,50,71,Male,1,70395
10.95,C,10.0,,,D,2.48125,2,50.0,52,69,Female,3,70401
17.95,,10.0,2.59771,A,A,3.0575,0,101.0,47,66,Male,1,70402
20.85,B,0.0,2.12998,A,G,1.96375,0,,44,62,Male,2,70403
15.98,D,4.0,2.75782,B,A,2.3775,1,66.0,65,93,Female,3,70404
72.82,B,10.0,2.99877,B,A,2.69125,0,62.0,52,82,Female,2,70405
85.6,D,2.0,2.8411,B,F,2.3,0,,51,77,Male,3,70409
44.82,A,10.0,3.12388,B,B,2.3975,0,64.0,47,68,Male,1,70412
93.67,D,10.0,,,A,2.7925,0,,51,74,Male,3,70413
44.9,,10.0,2.60164,B,B,4.5575,1,,44,67,Male,3,70415
20.97,D,6.0,2.39139,C,A,1.56125,2,,50,79,Female,2,70416
37.78,A,10.0,2.80923,C,B,2.52625,0,95.0,53,81,Male,1,70418
60.97,A,5.0,3.13035,B,F,2.89875,0,,78,102,Male,1,70419
44.47,B,9.0,3.07093,A,A,3.72125,0,44.0,52,74,Female,2,70420
62.28,A,0.0,,,C,3.83125,0,,53,74,Male,1,70421
24.16,A,6.0,,,A,4.01125,1,42.0,52,79,Male,3,70422
46.87,B,10.0,3.01642,A,D,3.0275,0,,49,91,Female,2,70423
41.83,C,7.0,3.13117,B,B,2.44625,0,,48,67,Male,2,70424
29.59,D,7.0,2.43557,A,B,2.41125,2,,49,62,Female,3,70427
107.9,C,2.0,2.947,B,A,3.36875,0,75.0,48,78,Male,3,70431
9.7,D,7.0,2.85615,A,D,1.08375,0,,54,66,Male,3,70434
13.8,,10.0,2.55497,C,J,2.19625,1,,60,83,Female,2,70435
47.4,A,10.0,2.959,A,B,2.1725,2,74.0,63,103,Male,1,70438
54.03,D,10.0,,,A,0.0675,0,43.0,49,77,Male,3,70439
46.94,A,4.0,2.95459,A,E,4.89125,1,,44,59,Male,1,70440
24.3,B,4.0,,,B,3.665,0,35.0,51,86,Male,2,70444
38.42,,10.0,2.59127,C,A,1.9175,0,110.0,49,83,Male,2,70445
24.37,C,6.0,2.81946,A,A,0.705,1,57.0,52,81,Male,2,70446
31.59,B,10.0,2.67772,A,A,1.93625,2,90.0,53,84,Male,2,70447
17.69,C,0.0,2.44364,B,A,2.66375,0,,45,56,Female,3,70450
60.21,A,10.0,3.06413,A,A,1.26125,0,98.0,61,87,Male,1,70451
8.95,D,9.0,2.53605,B,D,2.63375,1,86.0,46,81,Male,3,70452
14.33,,10.0,2.49452,B,B,1.14875,1,57.0,51,65,Female,3,70453
42.64,B,1.0,3.03942,A,A,2.99875,0,106.0,59,80,Male,2,70457
49.21,C,,2.62943,B,B,1.2425,2,,48,71,Male,2,70459
45.43,D,10.0,2.68239,C,B,1.415,3,,49,75,Female,3,70461
50.25,C,5.0,3.29887,B,B,3.3325,1,,49,76,Male,2,70463
57.0,E,9.0,2.99737,C,B,3.1925,0,62.0,53,74,Female,1,70464
15.99,C,9.0,,,A,2.79375,4,,53,69,Male,3,70465
87.82,B,10.0,2.93176,B,A,3.08875,0,,48,72,Female,2,70466
37.81,,10.0,2.93058,B,B,3.2275,0,,54,83,Male,1,70467
29.71,B,7.0,2.81537,B,A,3.26625,1,,54,74,Female,2,70468
36.36,C,1.0,,,A,3.54875,1,,49,63,Male,2,70469
54.5,,10.0,,,A,2.60375,1,,47,67,Female,1,70471
30.82,,10.0,,,E,5.0,0,,46,63,Male,1,70475
46.77,E,10.0,2.86939,B,E,4.57,1,57.0,47,91,Male,2,70476
68.52,E,7.0,2.83297,B,A,2.305,0,,52,78,Male,3,70477
68.32,B,3.0,,,A,2.9175,3,,54,66,Male,3,70478
75.55,C,7.0,2.84477,B,A,2.39625,0,,52,85,Male,2,70479
76.42,D,10.0,,,D,1.02,0,56.0,60,99,Male,3,70480
46.42,,4.0,2.89953,A,C,3.535,0,,47,60,Male,2,70481
40.06,C,10.0,,,B,3.7125,3,35.0,51,71,Female,3,70482
76.83,C,0.0,2.79472,B,A,4.10875,0,,45,61,Male,3,70483
25.34,E,3.0,2.64568,B,B,2.20375,1,114.0,52,73,Male,1,70484
37.39,,0.0,3.0863,C,B,3.68375,0,,49,78,Male,1,70485
17.0,B,2.0,2.4681,A,D,3.42,1,,49,68,Male,2,70486
73.01,D,10.0,2.72599,C,A,2.87125,2,,52,65,Male,3,70489
36.51,B,0.0,2.87559,A,A,1.60625,1,43.0,51,79,Male,1,70493
61.69,C,5.0,2.94863,C,D,4.75625,1,,44,58,Male,2,70497
33.22,A,3.0,2.82176,C,L,3.73625,1,37.0,49,64,Male,3,70498
3.97,D,10.0,,,B,3.14125,0,,43,55,Male,3,70499
90.98,A,10.0,3.09947,C,D,1.41875,0,85.0,49,89,Female,3,70500
47.95,A,9.0,,,B,2.13125,0,69.0,48,64,Female,1,70502
22.39,,7.0,2.56837,A,A,2.36125,1,63.0,54,79,Male,2,70503
24.53,C,10.0,2.89511,A,J,4.82875,0,59.0,44,65,Male,3,70504
18.55,D,10.0,2.57525,B,A,0.96875,0,,71,100,Male,3,70507
22.38,C,10.0,2.96605,B,A,4.73375,5,,43,63,Male,2,70508
36.7,E,4.0,2.7157,B,A,2.13,0,,48,62,Male,3,70509
60.36,C,3.0,2.98954,C,A,3.14875,0,,53,72,Female,2,70510
108.48,C,3.0,3.34329,B,A,3.74125,1,91.0,50,81,Male,2,70512
64.48,,2.0,2.73251,C,C,3.545,1,49.0,44,72,Male,3,70513
16.03,C,0.0,2.65175,A,B,1.78625,3,109.0,55,76,Male,2,70514
38.1,E,3.0,2.7814,A,A,3.30625,2,,49,84,Male,2,70515
23.95,D,3.0,2.87848,B,C,2.6175,1,,54,68,Male,3,70518
91.03,D,9.0,3.02651,B,A,2.27375,1,,62,86,Male,3,70519
35.46,,10.0,2.87308,C,D,3.6675,1,64.0,48,61,Male,3,70520
10.23,C,10.0,2.8076,A,C,4.365,2,,52,90,Male,2,70521
63.81,B,10.0,,,A,2.3725,0,60.0,51,72,Male,2,70522
43.22,C,10.0,2.73956,C,A,3.4225,0,,54,79,Female,2,70524
45.75,,3.0,2.98064,A,A,3.09,2,84.0,50,77,Male,2,70525
29.85,B,5.0,2.8492,B,A,3.5775,0,,48,60,Male,1,70526
37.76,A,0.0,2.69286,B,B,2.975,1,,46,60,Male,1,70527
68.5,A,10.0,2.8084,B,C,2.15875,1,,46,61,Male,3,70528
23.76,C,2.0,,,A,3.385,0,,52,72,Male,1,70531
76.14,,,3.25528,C,A,3.78375,1,51.0,73,93,Female,1,70532
12.23,D,3.0,2.73192,A,B,2.6225,1,,49,66,Female,3,70534
23.32,,10.0,2.66826,A,B,1.99,1,46.0,50,87,Female,2,70537
19.63,C,4.0,,,A,3.9125,1,88.0,47,62,Male,2,70539
30.47,,1.0,2.84961,C,A,4.60625,1,,46,60,Male,1,70540
56.99,,6.0,,,A,2.69625,1,47.0,47,63,Male,2,70542
28.29,E,3.0,2.40516,C,A,1.20125,2,,48,70,Male,3,70543
7.92,,3.0,2.73629,A,D,2.10625,1,,51,90,Male,1,70545
55.8,E,10.0,3.04003,C,C,1.53375,1,101.0,56,76,Female,2,70546
17.63,C,10.0,2.7043,A,B,2.4075,1,68.0,48,65,Male,2,70548
19.61,B,10.0,2.65982,B,A,1.27375,1,38.0,57,79,Male,2,70549
36.23,D,2.0,2.78117,A,A,2.1275,1,69.0,51,73,Male,2,70550
38.4,B,10.0,2.81916,C,B,2.9225,0,57.0,47,69,Female,2,70552
24.94,A,10.0,2.43506,B,A,4.0675,0,,48,59,Male,1,70553
29.38,B,8.0,,,A,2.0025,1,,53,85,Male,2,70554
22.49,E,0.0,2.85092,A,G,2.9125,1,,47,66,Female,2,70555
40.31,B,,2.53486,B,A,2.67,0,,44,66,Male,2,70557
73.94,D,5.0,2.92321,C,A,1.115,0,,49,71,Male,3,70559
30.73,A,,2.41601,B,B,2.77625,1,,55,80,Male,1,70561
68.48,,2.0,,,A,2.9325,0,73.0,48,67,Female,2,70562
37.75,B,10.0,2.9343,A,A,3.35125,0,,52,68,Male,2,70565
48.32,D,7.0,2.67357,B,A,1.455,0,64.0,52,76,Female,3,70566
49.8,B,5.0,2.60774,C,A,1.63625,1,,55,100,Male,2,70567
70.55,B,10.0,2.78847,C,A,3.5075,1,54.0,46,66,Male,2,70568
10.57,A,10.0,2.77028,A,D,3.22625,0,75.0,49,77,Female,1,70569
58.24,B,10.0,3.17744,B,E,4.06625,0,95.0,47,62,Male,2,70570
48.79,E,5.0,2.78204,A,A,2.75,1,64.0,48,77,Male,2,70575
55.23,A,2.0,2.71539,C,A,2.165,0,,49,67,Female,1,70576
47.32,B,3.0,3.03763,B,C,3.53125,0,38.0,55,82,Male,3,70578
67.2,C,10.0,2.69955,B,A,1.97,0,,55,72,Male,3,70579
60.68,,5.0,2.71916,A,A,2.88875,0,63.0,45,59,Male,2,70580
20.81,,6.0,2.84212,A,A,3.1425,3,,53,75,Male,3,70581
46.01,,9.0,2.69779,B,A,3.79625,1,104.0,57,79,Male,2,70582
107.53,C,6.0,3.17503,B,B,4.16125,0,54.0,50,93,Female,2,70583
13.51,E,,2.61101,C,B,1.5125,2,83.0,48,93,Male,2,70585
27.92,C,10.0,2.84549,A,B,1.35125,0,77.0,57,78,Male,3,70586
21.76,D,,2.38414,B,A,1.79375,1,,49,73,Male,3,70589
43.05,,3.0,2.65487,B,A,2.28375,0,,51,66,Male,3,70590
19.14,C,10.0,,,A,3.02,3,,47,77,Male,3,70591
49.89,C,5.0,2.66269,A,A,0.81125,0,86.0,51,90,Male,3,70592
30.63,D,3.0,2.81578,A,A,3.39625,2,,47,73,Male,2,70594
44.29,E,10.0,2.98533,B,A,3.15,0,,55,72,Female,2,70595
32.1,C,10.0,2.77871,C,A,3.44875,1,,52,83,Male,2,70596
70.24,D,9.0,2.88415,C,A,3.2675,1,32.0,50,82,Female,3,70597
40.0,D,9.0,3.11816,A,A,2.72125,0,68.0,54,72,Male,3,70599
18.64,C,10.0,2.64563,A,A,2.4675,1,69.0,47,73,Female,3,70600
57.92,B,5.0,2.6981,B,B,0.815,0,,53,97,Male,1,70602
61.79,B,1.0,,,B,2.8575,0,66.0,49,84,Female,2,70604
20.33,D,4.0,,,A,3.3,2,76.0,51,79,Male,2,70606
14.9,C,9.0,2.67115,C,A,2.63,2,,51,71,Female,2,70607
49.48,B,9.0,2.8076,A,A,2.55625,0,50.0,52,80,Male,2,70608
46.38,,10.0,2.81789,C,A,2.27875,1,48.0,54,83,Male,2,70609
32.68,D,8.0,2.79985,B,A,1.36,0,,49,71,Male,3,70610
31.81,C,2.0,2.45501,C,A,1.52,0,,48,63,Male,2,70611
12.68,E,10.0,2.95801,B,D,2.615,0,,52,63,Male,3,70612
20.96,C,5.0,2.64802,A,B,3.74,0,87.0,45,67,Male,2,70615
30.81,B,10.0,2.68796,A,B,2.2375,0,,47,67,Male,1,70616
46.02,C,10.0,2.99041,A,C,3.54375,0,89.0,48,75,Male,2,70617
33.12,B,9.0,2.66152,C,A,4.03625,1,73.0,54,73,Male,2,70618
31.13,B,3.0,3.06298,A,A,2.69375,1,41.0,52,84,Male,2,70620
16.04,B,10.0,2.84301,C,B,4.6425,0,35.0,44,66,Male,2,70621
17.8,B,10.0,2.75361,A,B,2.25,0,,53,85,Male,2,70624
47.17,,4.0,2.71125,C,B,2.6375,0,54.0,53,70,Male,3,70626
108.02,B,1.0,3.47568,C,A,2.4675,0,,60,99,Male,2,70627
10.23,D,3.0,2.00642,A,A,2.25375,0,45.0,44,65,Male,3,70629
66.36,C,10.0,2.9041,C,A,2.5275,0,59.0,51,75,Female,2,70630
46.3,A,5.0,3.03812,A,A,2.7875,0,61.0,60,103,Male,1,70631
32.16,B,10.0,,,C,4.295,0,75.0,53,67,Male,2,70632
50.02,C,2.0,2.72333,A,B,1.79875,4,49.0,59,79,Male,2,70633
14.23,D,1.0,2.38705,B,A,3.1875,0,,45,58,Female,3,70634
37.25,C,9.0,,,A,2.84375,0,70.0,47,72,Female,2,70635
78.46,D,10.0,2.8191,C,A,1.71125,0,44.0,55,77,Male,3,70637
60.14,,10.0,2.73502,C,A,3.465,0,84.0,51,82,Male,2,70642
19.03,B,6.0,2.61574,B,B,3.63125,0,106.0,50,65,Female,2,70643
76.58,,10.0,2.824,C,B,2.0875,0,,50,81,Male,2,70644
48.98,D,10.0,3.11412,A,B,3.24375,0,44.0,58,88,Female,1,70645
36.46,C,10.0,3.09812,C,A,3.9875,1,51.0,57,79,Male,3,70648
31.66,C,,2.83216,B,A,0.8175,0,,59,92,Male,2,70650
21.76,A,1.0,,,E,2.64625,1,,53,72,Male,1,70654
31.55,C,1.0,,,A,1.6975,2,,51,64,Female,3,70655
60.48,B,7.0,2.62058,A,A,0.975,0,,87,115,Male,1,70656
25.96,A,4.0,2.9173,A,A,2.92875,0,76.0,50,78,Male,1,70658
75.58,C,10.0,2.92933,C,B,2.89625,1,43.0,58,92,Female,2,70659
77.46,B,2.0,2.80914,C,A,2.8,0,38.0,49,69,Male,1,70660
35.46,B,2.0,3.02083,A,A,2.215,2,59.0,50,79,Female,2,70662
62.31,B,1.0,2.92706,B,A,1.92,0,,53,67,Male,2,70663
37.57,E,,,,A,2.17375,1,87.0,53,78,Male,3,70664
67.33,C,10.0,3.09102,C,A,2.645,1,94.0,56,94,Female,2,70667
16.64,C,4.0,2.31894,A,D,2.5325,0,69.0,44,59,Male,2,70668
32.19,A,6.0,2.50478,B,B,3.38375,0,,52,72,Male,1,70670
12.26,,1.0,2.71176,B,A,4.1325,1,48.0,45,66,Male,2,70673
38.2,A,3.0,2.95961,A,A,4.1625,0,,46,66,Male,1,70674
61.96,C,8.0,3.07965,B,A,3.425,6,,51,69,Male,2,70675
24.45,C,10.0,2.73989,A,C,3.70875,1,43.0,48,74,Male,2,70678
34.92,,1.0,,,A,1.71375,2,60.0,55,79,Male,3,70682
85.87,A,3.0,3.04526,C,A,3.91125,1,,56,79,Male,1,70684
15.72,D,2.0,2.56165,A,G,4.22875,0,,45,58,Female,2,70685
59.68,B,9.0,2.79861,A,A,2.49875,0,56.0,58,84,Male,2,70686
45.82,,10.0,2.70567,A,A,3.67125,0,49.0,44,74,Male,3,70689
47.49,A,9.0,2.72504,C,A,1.63,0,,49,63,Female,1,70690
